patron_id,patron_type,age_range,home_library,total_checkouts
P0777,Digital Access Card,55 to 59 years,North Beach,1
P0777,Digital Access Card,Null,Richmond,1
P0777,Juvenile,10 to 19 years,Marina,1
P0777,Retired Staff,Null,Park,1
P0777,Senior,Null,Main,1
P0777,Teacher Card,35 to 44 years,Ingleside,1
P0777,Teacher Card,35 to 44 years,Visitacion Valley,1
P0777,Teacher Card,60 to 64 years,Merced,1
P0777,Visitor,20 to 24 years,Western Addition,1
P0777,Welcome,0 to 9 years,Mission,1
P0778,Adult,10 to 19 years,Mission,1
P0778,Adult,20 to 24 years,Parkside,1
P0778,Adult,Null,Ocean View,1
P0778,Digital Access Card,20 to 24 years,Visitacion Valley,1
P0778,Digital Access Card,25 to 34 years,Golden Gate Valley,1
P0778,Digital Access Card,35 to 44 years,Bernal Heights,1
P0778,Digital Access Card,55 to 59 years,Ortega,1
P0778,Digital Access Card,75 years and over,Main,1
P0778,Juvenile,25 to 34 years,Bayview,1
P0778,Retired Staff,65 to 74 years,Mission,1
P0778,Teen,10 to 19 years,West Portal,1
P0778,Visitor,65 to 74 years,Main,1
P0778,Welcome,35 to 44 years,Portola,1
P0778,Welcome,65 to 74 years,Golden Gate Valley,1
P0778,Welcome,75 years and over,Western Addition,1
P0779,Adult,20 to 24 years,Parkside,1
P0779,Adult,45 to 54 years,Presidio,1
P0779,Digital Access Card,0 to 9 years,Bayview,1
P0779,Digital Access Card,20 to 24 years,Mission,1
P0779,Digital Access Card,20 to 24 years,Potrero,1
P0779,Digital Access Card,25 to 34 years,Potrero,1
P0779,Digital Access Card,25 to 34 years,Sunset,1
P0779,Retired Staff,75 years and over,Ingleside,1
P0779,Retired Staff,Null,Ortega,1
P0779,Senior,75 years and over,Noe Valley,1
P0779,Teen,10 to 19 years,Portola,1
P0779,Visitor,60 to 64 years,Richmond,1
P0779,Welcome,10 to 19 years,Excelsior,1
P0779,Welcome,55 to 59 years,Eureka Valley,1
P0779,Welcome,75 years and over,Merced,1
P0780,Adult,20 to 24 years,Null,1
P0780,Adult,55 to 59 years,Potrero,1
P0780,At User Adult,65 to 74 years,Chinatown,1
P0780,Digital Access Card,25 to 34 years,Glen Park,1
P0780,Digital Access Card,65 to 74 years,Excelsior,1
P0780,Juvenile,Null,Main,1
P0780,Library By Mail,55 to 59 years,Main,1
P0780,Senior,60 to 64 years,Ingleside,1
P0780,Teacher Card,0 to 9 years,Presidio,1
P0780,Teacher Card,Null,Sunset,1
P0780,Teen,0 to 9 years,Excelsior,1
P0780,Visitor,25 to 34 years,Marina,1
P0780,Welcome,55 to 59 years,Western Addition,1
P0780,Welcome,65 to 74 years,Main,1
P0780,Welcome,75 years and over,Mission,1
P0781,Adult,20 to 24 years,Ingleside,1
P0781,Adult,20 to 24 years,Noe Valley,1
P0781,Adult,35 to 44 years,Merced,1
P0781,Adult,75 years and over,Glen Park,1
P0781,At User Welcome,35 to 44 years,Bookmobile,1
P0781,Digital Access Card,10 to 19 years,Mission Bay,1
P0781,Digital Access Card,55 to 59 years,Park,1
P0781,Juvenile,10 to 19 years,Sunset,1
P0781,Juvenile,Null,Mission,1
P0781,Retired Staff,65 to 74 years,North Beach,1
P0781,Teacher Card,20 to 24 years,Richmond,1
P0781,Teen,10 to 19 years,Anza,1
P0781,Visitor,0 to 9 years,Ortega,1
P0781,Welcome,25 to 34 years,Potrero,1
P0781,Welcome,65 to 74 years,Western Addition,1
P0782,Adult,20 to 24 years,Chinatown,1
P0782,Adult,25 to 34 years,Ingleside,1
P0782,Adult,Null,Park,1
P0782,At User Adult,45 to 54 years,North Beach,1
P0782,Digital Access Card,25 to 34 years,Mission Bay,1
P0782,Digital Access Card,35 to 44 years,Presidio,1
P0782,Digital Access Card,45 to 54 years,Chinatown,1
P0782,Juvenile,75 years and over,Excelsior,1
P0782,Senior,65 to 74 years,Ingleside,1
P0782,Senior,65 to 74 years,Visitacion Valley,1
P0782,Teacher Card,0 to 9 years,West Portal,1
P0782,Teacher Card,55 to 59 years,Bayview,1
P0782,Teen,25 to 34 years,Bookmobile,1
P0782,Visitor,45 to 54 years,Merced,1
P0782,Welcome,20 to 24 years,Noe Valley,1
P0783,Adult,10 to 19 years,Parkside,1
P0783,Adult,45 to 54 years,Glen Park,1
P0783,Adult,65 to 74 years,Mission Bay,1
P0783,At User Adult,55 to 59 years,Bayview,1
P0783,Digital Access Card,35 to 44 years,Presidio,1
P0783,Digital Access Card,65 to 74 years,Presidio,1
P0783,Juvenile,0 to 9 years,Null,1
P0783,Retired Staff,55 to 59 years,Noe Valley,1
P0783,Retired Staff,Null,Main,1
P0783,Senior,Null,Main,1
P0783,Teacher Card,20 to 24 years,Excelsior,1
P0783,Teacher Card,35 to 44 years,Richmond,1
P0783,Teen,Null,Chinatown,1
P0783,Visitor,20 to 24 years,Bernal Heights,1
P0783,Welcome,65 to 74 years,Ingleside,1
P0784,Adult,0 to 9 years,Golden Gate Valley,1
P0784,Adult,0 to 9 years,Merced,1
P0784,Adult,35 to 44 years,Potrero,1
P0784,Adult,65 to 74 years,Glen Park,1
P0784,Adult,65 to 74 years,Portola,1
P0784,Adult,Null,Presidio,1
P0784,Digital Access Card,20 to 24 years,West Portal,1
P0784,Digital Access Card,45 to 54 years,Excelsior,1
P0784,Digital Access Card,45 to 54 years,Golden Gate Valley,1
P0784,Library By Mail,75 years and over,Bookmobile,1
P0784,Retired Staff,65 to 74 years,Park,1
P0784,Senior,60 to 64 years,West Portal,1
P0784,Teacher Card,20 to 24 years,Bernal Heights,1
P0784,Teacher Card,60 to 64 years,West Portal,1
P0784,Welcome,65 to 74 years,Ingleside,1
P0785,Adult,0 to 9 years,Bernal Heights,1
P0785,Adult,55 to 59 years,Bayview,1
P0785,Adult,65 to 74 years,North Beach,1
P0785,Adult,Null,Sunset,1
P0785,Digital Access Card,55 to 59 years,Anza,1
P0785,Digital Access Card,60 to 64 years,Sunset,1
P0785,Juvenile,25 to 34 years,Main,1
P0785,Retired Staff,65 to 74 years,Mission,1
P0785,Teacher Card,55 to 59 years,Sunset,1
P0785,Teacher Card,65 to 74 years,Golden Gate Valley,1
P0785,Teen,10 to 19 years,Visitacion Valley,1
P0785,Visitor,20 to 24 years,Presidio,1
P0785,Visitor,65 to 74 years,Sunset,1
P0785,Welcome,60 to 64 years,Richmond,1
P0785,Welcome,75 years and over,Noe Valley,1
P0786,Adult,20 to 24 years,Presidio,1
P0786,Adult,60 to 64 years,Visitacion Valley,1
P0786,At User Adult,55 to 59 years,Marina,1
P0786,At User Welcome,25 to 34 years,Glen Park,1
P0786,Digital Access Card,25 to 34 years,Western Addition,1
P0786,Digital Access Card,45 to 54 years,Portola,1
P0786,Juvenile,0 to 9 years,West Portal,1
P0786,Juvenile,10 to 19 years,Anza,1
P0786,Juvenile,10 to 19 years,Glen Park,1
P0786,Library By Mail,20 to 24 years,Main,1
P0786,Retired Staff,75 years and over,Anza,1
P0786,Teacher Card,20 to 24 years,Presidio,1
P0786,Visitor,45 to 54 years,Marina,1
P0786,Welcome,25 to 34 years,Main,1
P0786,Welcome,55 to 59 years,Mission,1
P0787,Adult,0 to 9 years,Richmond,1
P0787,Adult,10 to 19 years,Bayview,1
P0787,Adult,20 to 24 years,Bookmobile,1
P0787,Adult,45 to 54 years,Merced,1
P0787,Adult,75 years and over,Mission Bay,1
P0787,Digital Access Card,55 to 59 years,Chinatown,1
P0787,Juvenile,35 to 44 years,North Beach,1
P0787,Juvenile,65 to 74 years,Main,1
P0787,Retired Staff,75 years and over,Excelsior,1
P0787,Senior,65 to 74 years,Ortega,1
P0787,Teacher Card,25 to 34 years,Main,1
P0787,Teacher Card,60 to 64 years,Merced,1
P0787,Visitor,35 to 44 years,Golden Gate Valley,1
P0787,Visitor,35 to 44 years,Richmond,1
P0787,Welcome,55 to 59 years,Anza,1
P0788,Adult,10 to 19 years,Parkside,1
P0788,Adult,25 to 34 years,Visitacion Valley,1
P0788,Adult,35 to 44 years,Visitacion Valley,1
P0788,Adult,55 to 59 years,Golden Gate Valley,1
P0788,Adult,60 to 64 years,Richmond,1
P0788,Adult,75 years and over,Richmond,1
P0788,At User Adult,65 to 74 years,Main,1
P0788,Digital Access Card,60 to 64 years,Merced,1
P0788,Digital Access Card,Null,Bayview,1
P0788,Retired Staff,Null,Chinatown,1
P0788,Senior,45 to 54 years,Richmond,1
P0788,Welcome,20 to 24 years,Parkside,1
P0788,Welcome,35 to 44 years,Golden Gate Valley,1
P0788,Welcome,55 to 59 years,Marina,1
P0788,Welcome,55 to 59 years,Portola,1
P0789,Adult,0 to 9 years,Bayview,1
P0789,Adult,10 to 19 years,Noe Valley,1
P0789,Adult,35 to 44 years,Golden Gate Valley,1
P0789,Adult,75 years and over,Richmond,1
P0789,Digital Access Card,35 to 44 years,Chinatown,1
P0789,Digital Access Card,35 to 44 years,Marina,1
P0789,Juvenile,10 to 19 years,Glen Park,1
P0789,Juvenile,25 to 34 years,Bayview,1
P0789,Juvenile,35 to 44 years,Park,1
P0789,Retired Staff,75 years and over,Anza,1
P0789,Teacher Card,35 to 44 years,Park,1
P0789,Teacher Card,60 to 64 years,North Beach,1
P0789,Teacher Card,65 to 74 years,Bayview,1
P0789,Welcome,10 to 19 years,Presidio,1
P0789,Welcome,45 to 54 years,Parkside,1
P0790,Adult,20 to 24 years,Ocean View,1
P0790,Adult,25 to 34 years,Sunset,1
P0790,Adult,35 to 44 years,Sunset,1
P0790,Digital Access Card,55 to 59 years,Glen Park,1
P0790,Juvenile,10 to 19 years,Glen Park,1
P0790,Senior,65 to 74 years,Ocean View,1
P0790,Senior,75 years and over,Portola,1
P0790,Teacher Card,45 to 54 years,Mission Bay,1
P0790,Teacher Card,75 years and over,Bookmobile,1
P0790,Visitor,20 to 24 years,Marina,1
P0790,Welcome,10 to 19 years,Ortega,1
P0790,Welcome,25 to 34 years,Eureka Valley,1
P0790,Welcome,55 to 59 years,Anza,1
P0790,Welcome,55 to 59 years,Portola,1
P0790,Welcome,Null,Marina,1
P0791,Adult,10 to 19 years,Presidio,1
P0791,Adult,55 to 59 years,Bookmobile,1
P0791,Adult,65 to 74 years,Chinatown,1
P0791,Adult,65 to 74 years,Parkside,1
P0791,At User Adult,60 to 64 years,Portola,1
P0791,Digital Access Card,10 to 19 years,Anza,1
P0791,Digital Access Card,20 to 24 years,Glen Park,1
P0791,Juvenile,0 to 9 years,Bernal Heights,1
P0791,Retired Staff,75 years and over,Mission,1
P0791,Teacher Card,45 to 54 years,Parkside,1
P0791,Visitor,35 to 44 years,Presidio,1
P0791,Visitor,65 to 74 years,Visitacion Valley,1
P0791,Welcome,20 to 24 years,Bookmobile,1
P0791,Welcome,20 to 24 years,North Beach,1
P0791,Welcome,20 to 24 years,Ocean View,1
P0792,Adult,10 to 19 years,Marina,1
P0792,Adult,20 to 24 years,Chinatown,2
P0792,Adult,20 to 24 years,Eureka Valley,1
P0792,Adult,Null,Noe Valley,1
P0792,Digital Access Card,45 to 54 years,Golden Gate Valley,1
P0792,Digital Access Card,45 to 54 years,Ingleside,1
P0792,Digital Access Card,45 to 54 years,Mission Bay,1
P0792,Juvenile,35 to 44 years,Main,1
P0792,Juvenile,Null,Golden Gate Valley,1
P0792,Teacher Card,20 to 24 years,Bernal Heights,1
P0792,Teacher Card,20 to 24 years,Sunset,1
P0792,Teacher Card,75 years and over,Ortega,1
P0792,Welcome,10 to 19 years,Presidio,1
P0792,Welcome,65 to 74 years,Western Addition,1
P0793,Adult,0 to 9 years,Ortega,1
P0793,Adult,10 to 19 years,Bernal Heights,1
P0793,Adult,25 to 34 years,Potrero,1
P0793,Adult,45 to 54 years,Anza,1
P0793,Adult,55 to 59 years,Marina,1
P0793,At User Welcome,20 to 24 years,Main,1
P0793,Digital Access Card,0 to 9 years,Bayview,1
P0793,Digital Access Card,20 to 24 years,Golden Gate Valley,1
P0793,Digital Access Card,25 to 34 years,Presidio,1
P0793,Digital Access Card,35 to 44 years,Glen Park,1
P0793,Digital Access Card,75 years and over,Anza,1
P0793,Retired Staff,Null,Sunset,1
P0793,Teen,10 to 19 years,Eureka Valley,1
P0793,Welcome,25 to 34 years,West Portal,1
P0793,Welcome,45 to 54 years,Chinatown,1
P0794,Adult,10 to 19 years,Presidio,1
P0794,Adult,45 to 54 years,Merced,1
P0794,Adult,45 to 54 years,Visitacion Valley,1
P0794,Digital Access Card,45 to 54 years,Noe Valley,1
P0794,Digital Access Card,60 to 64 years,Main,1
P0794,Digital Access Card,60 to 64 years,Marina,1
P0794,Digital Access Card,65 to 74 years,Park,1
P0794,Juvenile,0 to 9 years,Ortega,1
P0794,Retired Staff,55 to 59 years,Richmond,1
P0794,Retired Staff,Null,Park,1
P0794,Senior,75 years and over,Parkside,1
P0794,Teacher Card,25 to 34 years,Ingleside,1
P0794,Teacher Card,35 to 44 years,Park,1
P0794,Teacher Card,Null,Mission,1
P0794,Welcome,35 to 44 years,Richmond,1
P0795,Adult,10 to 19 years,Sunset,1
P0795,Adult,25 to 34 years,West Portal,1
P0795,At User Teen,10 to 19 years,Ortega,1
P0795,At User Welcome,75 years and over,Main,1
P0795,Digital Access Card,10 to 19 years,Marina,1
P0795,Digital Access Card,35 to 44 years,Main,1
P0795,Digital Access Card,65 to 74 years,Eureka Valley,1
P0795,Juvenile,20 to 24 years,Park,1
P0795,Senior,65 to 74 years,Merced,1
P0795,Senior,75 years and over,Ocean View,1
P0795,Teacher Card,35 to 44 years,Noe Valley,1
P0795,Teacher Card,45 to 54 years,Main,1
P0795,Teacher Card,75 years and over,Main,1
P0795,Visitor,20 to 24 years,Sunset,1
P0795,Welcome,45 to 54 years,Bernal Heights,1
P0796,Adult,0 to 9 years,Noe Valley,1
P0796,Adult,45 to 54 years,Bayview,1
P0796,Adult,55 to 59 years,Eureka Valley,1
P0796,Adult,55 to 59 years,Presidio,1
P0796,Adult,65 to 74 years,Ocean View,1
P0796,Adult,Null,Ocean View,1
P0796,At User Adult,20 to 24 years,Main,1
P0796,Library By Mail,75 years and over,Main,1
P0796,Retired Staff,65 to 74 years,West Portal,1
P0796,Retired Staff,Null,Chinatown,1
P0796,Senior,60 to 64 years,North Beach,1
P0796,Senior,65 to 74 years,North Beach,1
P0796,Teacher Card,Null,Anza,1
P0796,Welcome,20 to 24 years,Glen Park,1
P0796,Welcome,45 to 54 years,Eureka Valley,1
P0797,Adult,20 to 24 years,Main,1
P0797,Adult,55 to 59 years,Golden Gate Valley,1
P0797,Adult,60 to 64 years,Eureka Valley,1
P0797,Adult,60 to 64 years,Sunset,1
P0797,At User Senior,65 to 74 years,Richmond,1
P0797,Digital Access Card,0 to 9 years,Mission Bay,1
P0797,Digital Access Card,20 to 24 years,Eureka Valley,1
P0797,Digital Access Card,20 to 24 years,Richmond,1
P0797,Library By Mail,25 to 34 years,Chinatown,1
P0797,Retired Staff,75 years and over,Anza,1
P0797,Teacher Card,60 to 64 years,Glen Park,1
P0797,Visitor,20 to 24 years,Marina,1
P0797,Welcome,35 to 44 years,Mission Bay,1
P0797,Welcome,45 to 54 years,Golden Gate Valley,1
P0797,Welcome,60 to 64 years,West Portal,1
P0798,Adult,0 to 9 years,Golden Gate Valley,1
P0798,Adult,25 to 34 years,Ortega,1
P0798,Adult,35 to 44 years,Sunset,1
P0798,Digital Access Card,20 to 24 years,Sunset,1
P0798,Digital Access Card,45 to 54 years,Park,1
P0798,Digital Access Card,60 to 64 years,West Portal,1
P0798,Digital Access Card,65 to 74 years,Bernal Heights,1
P0798,Retired Staff,Null,Main,1
P0798,Senior,35 to 44 years,Bookmobile,1
P0798,Teacher Card,25 to 34 years,Potrero,1
P0798,Teacher Card,35 to 44 years,Excelsior,1
P0798,Teacher Card,45 to 54 years,Sunset,1
P0798,Visitor,35 to 44 years,Park,1
P0798,Welcome,0 to 9 years,Main,1
P0798,Welcome,55 to 59 years,West Portal,1
P0799,Adult,20 to 24 years,Excelsior,1
P0799,Adult,45 to 54 years,Glen Park,1
P0799,Adult,65 to 74 years,Bookmobile,1
P0799,Digital Access Card,35 to 44 years,Anza,1
P0799,Digital Access Card,65 to 74 years,Excelsior,1
P0799,Digital Access Card,75 years and over,Mission Bay,1
P0799,Library By Mail,35 to 44 years,Western Addition,1
P0799,Senior,65 to 74 years,Null,1
P0799,Senior,75 years and over,Ortega,1
P0799,Teacher Card,35 to 44 years,Anza,1
P0799,Teacher Card,65 to 74 years,Main,1
P0799,Welcome,20 to 24 years,Parkside,1
P0799,Welcome,25 to 34 years,Eureka Valley,1
P0799,Welcome,75 years and over,Ingleside,1
P0799,Welcome,75 years and over,Ortega,1
P0800,Adult,0 to 9 years,West Portal,1
P0800,Adult,35 to 44 years,Ocean View,1
P0800,Adult,35 to 44 years,Visitacion Valley,1
P0800,Adult,45 to 54 years,Golden Gate Valley,1
P0800,Adult,60 to 64 years,Bookmobile,1
P0800,At User Teen,10 to 19 years,Merced,1
P0800,Digital Access Card,65 to 74 years,Mission,1
P0800,Retired Staff,55 to 59 years,Potrero,1
P0800,Teacher Card,25 to 34 years,West Portal,1
P0800,Teacher Card,60 to 64 years,Portola,1
P0800,Teacher Card,60 to 64 years,Visitacion Valley,1
P0800,Teacher Card,65 to 74 years,Bookmobile,1
P0800,Welcome,0 to 9 years,Richmond,1
P0800,Welcome,60 to 64 years,Park,1
P0800,Welcome,65 to 74 years,Ortega,1
P0801,Adult,25 to 34 years,Marina,1
P0801,Adult,35 to 44 years,Excelsior,1
P0801,Adult,60 to 64 years,North Beach,1
P0801,At User Senior,75 years and over,Presidio,1
P0801,At User Welcome,60 to 64 years,Main,1
P0801,Juvenile,10 to 19 years,Excelsior,1
P0801,Juvenile,10 to 19 years,Noe Valley,1
P0801,Juvenile,10 to 19 years,Western Addition,1
P0801,Retired Staff,65 to 74 years,Bernal Heights,1
P0801,Teacher Card,20 to 24 years,North Beach,1
P0801,Teacher Card,25 to 34 years,Bookmobile,1
P0801,Teacher Card,35 to 44 years,Richmond,1
P0801,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0801,Teacher Card,60 to 64 years,Ingleside,1
P0801,Welcome,20 to 24 years,Sunset,1
P0802,At User Adult,35 to 44 years,Eureka Valley,1
P0802,At User Senior,65 to 74 years,North Beach,1
P0802,Digital Access Card,20 to 24 years,Glen Park,1
P0802,Digital Access Card,20 to 24 years,Sunset,1
P0802,Digital Access Card,45 to 54 years,West Portal,1
P0802,Juvenile,10 to 19 years,Golden Gate Valley,1
P0802,Teacher Card,60 to 64 years,Visitacion Valley,1
P0802,Teacher Card,75 years and over,Main,1
P0802,Teacher Card,Null,Marina,1
P0802,Teen,10 to 19 years,Ocean View,1
P0802,Visitor,45 to 54 years,Merced,1
P0802,Welcome,25 to 34 years,Marina,1
P0802,Welcome,35 to 44 years,Main,1
P0802,Welcome,35 to 44 years,Mission Bay,2
P0803,Adult,10 to 19 years,Bookmobile,1
P0803,At User Adult,35 to 44 years,Chinatown,1
P0803,Digital Access Card,25 to 34 years,Eureka Valley,1
P0803,Digital Access Card,25 to 34 years,Park,1
P0803,Digital Access Card,Null,Bayview,1
P0803,Juvenile,Null,Anza,1
P0803,Retired Staff,65 to 74 years,Ingleside,1
P0803,Senior,65 to 74 years,Excelsior,1
P0803,Senior,75 years and over,Marina,1
P0803,Teacher Card,20 to 24 years,Presidio,1
P0803,Teacher Card,35 to 44 years,Mission Bay,1
P0803,Teacher Card,60 to 64 years,Western Addition,1
P0803,Teacher Card,Null,Main,1
P0803,Welcome,20 to 24 years,Bayview,1
P0803,Welcome,45 to 54 years,Ocean View,1
P0804,Adult,0 to 9 years,Anza,1
P0804,Adult,55 to 59 years,Bayview,1
P0804,Adult,65 to 74 years,Mission Bay,1
P0804,Adult,Null,Main,1
P0804,At User Adult,25 to 34 years,West Portal,1
P0804,At User Adult,60 to 64 years,Mission Bay,1
P0804,Digital Access Card,20 to 24 years,Golden Gate Valley,1
P0804,Digital Access Card,35 to 44 years,Ortega,1
P0804,Digital Access Card,65 to 74 years,Bernal Heights,1
P0804,Digital Access Card,65 to 74 years,Parkside,1
P0804,Retired Staff,75 years and over,Glen Park,1
P0804,Teen,20 to 24 years,West Portal,1
P0804,Welcome,0 to 9 years,Eureka Valley,1
P0804,Welcome,20 to 24 years,Western Addition,1
P0804,Welcome,65 to 74 years,Marina,1
P0805,Adult,10 to 19 years,Marina,1
P0805,Adult,20 to 24 years,Golden Gate Valley,1
P0805,At User Adult,35 to 44 years,Mission Bay,1
P0805,Digital Access Card,35 to 44 years,Bayview,1
P0805,Digital Access Card,35 to 44 years,Mission Bay,1
P0805,Digital Access Card,65 to 74 years,West Portal,1
P0805,Juvenile,0 to 9 years,Mission Bay,1
P0805,Juvenile,Null,Main,1
P0805,Retired Staff,75 years and over,North Beach,1
P0805,Retired Staff,Null,West Portal,1
P0805,Senior,65 to 74 years,Potrero,1
P0805,Senior,Null,Bayview,1
P0805,Visitor,45 to 54 years,Presidio,1
P0805,Visitor,75 years and over,Portola,1
P0805,Welcome,60 to 64 years,Ocean View,1
P0806,Adult,20 to 24 years,Noe Valley,1
P0806,Adult,35 to 44 years,Golden Gate Valley,1
P0806,Adult,55 to 59 years,Sunset,1
P0806,Adult,60 to 64 years,Golden Gate Valley,1
P0806,Adult,Null,Ocean View,1
P0806,Digital Access Card,25 to 34 years,Visitacion Valley,1
P0806,Digital Access Card,45 to 54 years,Merced,1
P0806,Juvenile,10 to 19 years,Bayview,1
P0806,Teacher Card,65 to 74 years,Mission,1
P0806,Visitor,10 to 19 years,Bayview,1
P0806,Visitor,60 to 64 years,Sunset,1
P0806,Welcome,25 to 34 years,Main,1
P0806,Welcome,25 to 34 years,Noe Valley,1
P0806,Welcome,35 to 44 years,Excelsior,1
P0806,Welcome,60 to 64 years,Ocean View,1
P0807,Adult,0 to 9 years,Portola,1
P0807,Adult,25 to 34 years,Richmond,1
P0807,Adult,60 to 64 years,Potrero,1
P0807,Digital Access Card,10 to 19 years,Potrero,1
P0807,Digital Access Card,20 to 24 years,Sunset,1
P0807,Digital Access Card,35 to 44 years,Marina,1
P0807,Digital Access Card,45 to 54 years,Visitacion Valley,1
P0807,Digital Access Card,65 to 74 years,Sunset,1
P0807,Teacher Card,55 to 59 years,Main,1
P0807,Visitor,35 to 44 years,Park,1
P0807,Visitor,55 to 59 years,Richmond,1
P0807,Visitor,75 years and over,Portola,1
P0807,Welcome,25 to 34 years,West Portal,1
P0807,Welcome,45 to 54 years,Presidio,1
P0807,Welcome,75 years and over,Parkside,1
P0808,Adult,25 to 34 years,Parkside,1
P0808,Digital Access Card,60 to 64 years,Excelsior,1
P0808,Digital Access Card,75 years and over,Parkside,1
P0808,Juvenile,0 to 9 years,Eureka Valley,1
P0808,Retired Staff,65 to 74 years,Potrero,1
P0808,Teacher Card,55 to 59 years,Marina,1
P0808,Teacher Card,60 to 64 years,Mission,1
P0808,Visitor,20 to 24 years,Bernal Heights,1
P0808,Visitor,25 to 34 years,Parkside,1
P0808,Welcome,20 to 24 years,Sunset,1
P0808,Welcome,25 to 34 years,Bernal Heights,1
P0808,Welcome,25 to 34 years,Marina,1
P0808,Welcome,35 to 44 years,Merced,1
